id,nombre científico,nombre común,rango,zonas USDA
syagrus_sancona,Syagrus sancona,Colombian Foxtail Palm,-1.1°C a 1.7°C,"10a, 10b"
syagrus_schizophylla,Syagrus schizophylla,Arikury Palm,-1.1°C a 1.7°C,"10a, 10b"
syagrus_smithii,Syagrus smithii,,-1.1°C a 1.7°C,"10a, 10b"
syagrus_stenopetala,Syagrus stenopetala,,-1.1°C a 1.7°C,"10a, 10b"
syagrus_stratincola,Syagrus stratincola,,-1.1°C a 1.7°C,"10a, 10b"
syagrus_vagans,Syagrus vagans,,-1.1°C a 1.7°C,"10a, 10b"
syagrus_vermicularis,Syagrus vermicularis,,-1.1°C a 1.7°C,"10a, 10b"
syagrus_werdermannii,Syagrus werdermannii,,-1.1°C a 1.7°C,"10a, 10b"
syagrus_x_camposportoana,Syagrus x campos-portoana,,-1.1°C a 1.7°C,"10a, 10b"
syagrus_x_costae,Syagrus x costae,,-1.1°C a 1.7°C,"10a, 10b"
syagrus_x_matafome,Syagrus x matafome,,-1.1°C a 1.7°C,"10a, 10b"
syagrus_x_mirandana,Syagrus x mirandana,,-1.1°C a 1.7°C,"10a, 10b"
syagrus_x_teixeiriana,Syagrus x teixeiriana,,-1.1°C a 1.7°C,"10a, 10b"
syagrus_x_tostana,Syagrus x tostana,,-1.1°C a 1.7°C,"10a, 10b"
syagrus_yungasensis,Syagrus yungasensis,,-1.1°C a 1.7°C,"10a, 10b"
synechanthus_fibrosus,Synechanthus fibrosus,Monkey Tail Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
synechanthus_warscewiczianus,Synechanthus warscewiczianus,,-1.1°C a 1.7°C,"10a, 10b"
tahina_spectabilis,Tahina spectabilis,Blessed Palm,4.4°C a 10.0°C,11
tectiphiala_ferox,Tectiphiala ferox,,-1.1°C a 1.7°C,"10a, 10b"
thrinax_excelsa,Thrinax excelsa,Jamaican Thatch Palm,-1.1°C a 1.7°C,"10a, 10b"
thrinax_parviflora_subsp_parviflora,Thrinax parviflora subsp. parviflora,Mountain Thatch Palm,-1.1°C a 1.7°C,"10a, 10b"
thrinax_parviflora_subsp_puberula,Thrinax parviflora subsp. puberula,Broom Thatch Palm,-1.1°C a 1.7°C,"10a, 10b"
thrinax_radiata,Thrinax radiata,Florida Thatch Palm,-1.1°C a 1.7°C,"10a, 10b"
trachycarpus_fortunei,Trachycarpus fortunei,Chusan palm,-15.0°C a -12.2°C,"7b, 8a, 8b, 9a, 9b, 10a, 10b"
trachycarpus_fortunei_sp_wagnerianus,Trachycarpus fortunei sp. wagnerianus,Miniature Chusan palm,-17.8°C a -15.0°C,"7a, 7b, 8a, 8b, 9a, 9b, 10a, 10b"
trachycarpus_geminisectus,Trachycarpus geminisectus,Eight Peaks Fan Palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
trachycarpus_latisectus,Trachycarpus latisectus,Windamere palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
trachycarpus_martianus_sp_khasyanus,Trachycarpus martianus sp. khasyanus,Khasia Martius' Windmill Palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
trachycarpus_martianus_sp_martianus,Trachycarpus martianus sp. martianus,Nepal Martius' Windmill Palm,-9.4°C a -6.7°C,"8b, 9a, 9b, 10a, 10b"
trachycarpus_nanus,Trachycarpus nanus,Dragonhead palm,-15.0°C a -12.2°C,"7b, 8a, 8b, 9a, 9b, 10a, 10b"
trachycarpus_nov_ssp_nova,Trachycarpus nov. ssp. (Nova),Green Princeps,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
trachycarpus_oreophilus,Trachycarpus oreophilus,Thai Mountain Fan Palm,-12.2°C a -9.4°C,"8a, 8b, 9a, 9b, 10a, 10b"
trachycarpus_princeps,Trachycarpus princeps,Stone Gate Palm,-9.4°C a -6.7°C,"8b, 9a, 9b, 10a, 10b"
trachycarpus_ravenii,Trachycarpus ravenii,,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
trachycarpus_sp_nanital,Trachycarpus sp. nanital,Nanital Kumaon palm,-15.0°C a -12.2°C,"7b, 8a, 8b, 9a, 9b, 10a, 10b"
trachycarpus_takil,Trachycarpus takil,Kumaon palm,-15.0°C a -12.2°C,"7b, 8a, 8b, 9a, 9b, 10a, 10b"
trachycarpus_ukhrulensis,Trachycarpus ukhrulensis,Saramati Palm,-9.4°C a -6.7°C,"8b, 9a, 9b, 10a, 10b"
trithrinax_biflabellata,Trithrinax biflabellata,,-3.9°C a -1.1°C,"9b, 10a, 10b"
trithrinax_brasiliensis_var_acanthocoma,Trithrinax brasiliensis var. acanthocoma,,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
trithrinax_brasiliensis_var_brasiliensis,Trithrinax brasiliensis var. brasiliensis,Brazilian needle palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
trithrinax_campestris,Trithrinax campestris,Campestre palm,-12.2°C a -9.4°C,"8a, 8b, 9a, 9b, 10a, 10b"
trithrinax_schizophylla,Trithrinax schizophylla,Mosquito palm,-9.4°C a -6.7°C,"8b, 9a, 9b, 10a, 10b"
veitchia_arecina,Veitchia arecina,Montgomery Palm,-1.1°C a 1.7°C,"10a, 10b"
veitchia_filifera,Veitchia filifera,Yanawei Palm,1.7°C a 4.4°C,10b
veitchia_joannis,Veitchia joannis,,-1.1°C a 1.7°C,"10a, 10b"
veitchia_lepidota,Veitchia lepidota,,1.7°C a 4.4°C,10b
veitchia_metiti,Veitchia metiti,,1.7°C a 4.4°C,10b
veitchia_pachyclada,Veitchia pachyclada,,1.7°C a 4.4°C,10b
veitchia_simulans,Veitchia simulans,Niusawa Palm,1.7°C a 4.4°C,10b
veitchia_spiralis,Veitchia spiralis,Kajewskia Palm,1.7°C a 4.4°C,10b
veitchia_subdisticha,Veitchia subdisticha,,1.7°C a 4.4°C,10b
veitchia_vitiensis,Veitchia vitiensis,Kaivatu Palm,1.7°C a 4.4°C,10b
veitchia_winin,Veitchia winin,Winin Palm,1.7°C a 4.4°C,10b
verschaffeltia_splendida,Verschaffeltia splendida,Seychelles Stilt Palm,4.4°C a 10.0°C,11
voanioala_gerardii,Voanioala gerardii,Forest Coconut,-1.1°C a 1.7°C,"10a, 10b"
wallaceodoxa_rajaampat,Wallaceodoxa raja-ampat,Gulbotom Palm,1.7°C a 4.4°C,10b
wallichia_caryotoides,Wallichia caryotoides,Thai Dwarf Fishtail Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
wallichia_disticha,Wallichia disticha,Distichous Fishtail Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
wallichia_gracilis,Wallichia gracilis,,-3.9°C a -1.1°C,"9b, 10a, 10b"
wallichia_lidiae,Wallichia lidiae,,-1.1°C a 1.7°C,"10a, 10b"
wallichia_marianneae,Wallichia marianneae,,-3.9°C a -1.1°C,"9b, 10a, 10b"
wallichia_nana,Wallichia nana,,-3.9°C a -1.1°C,"9b, 10a, 10b"
wallichia_oblongifolia,Wallichia oblongifolia,Himalayan dwarf fishtail palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
wallichia_triandra,Wallichia triandra,,-3.9°C a -1.1°C,"9b, 10a, 10b"
washingtonia_filifera,Washingtonia filifera,Cotton palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
washingtonia_robusta,Washingtonia robusta,Sky-duster palm,-6.7°C a -3.9°C,"9a, 9b, 10a, 10b"
welfia_regia,Welfia regia,Amargo Palm,-1.1°C a 1.7°C,"10a, 10b"
wendlandiella_gracilis_var_gracilis,Wendlandiella gracilis var. gracilis,,1.7°C a 4.4°C,10b
wendlandiella_gracilis_var_polyclada,Wendlandiella gracilis var. polyclada,,1.7°C a 4.4°C,10b
wendlandiella_gracilis_var_simplicifrons,Wendlandiella gracilis var. simplicifrons,,1.7°C a 4.4°C,10b
wettinia_aequalis,Wettinia aequalis,Rosario Palm,-1.1°C a 1.7°C,"10a, 10b"
wettinia_aequatorialis,Wettinia aequatorialis,,-3.9°C a -1.1°C,"9b, 10a, 10b"
wettinia_anomala,Wettinia anomala,,-3.9°C a -1.1°C,"9b, 10a, 10b"
wettinia_augusta,Wettinia augusta,,-1.1°C a 1.7°C,"10a, 10b"
wettinia_castanea,Wettinia castanea,,-1.1°C a 1.7°C,"10a, 10b"
wettinia_disticha,Wettinia disticha,,-3.9°C a -1.1°C,"9b, 10a, 10b"
wettinia_drudei,Wettinia drudei,,-1.1°C a 1.7°C,"10a, 10b"
wettinia_fascicularis,Wettinia fascicularis,,-3.9°C a -1.1°C,"9b, 10a, 10b"
wettinia_hirsuta,Wettinia hirsuta,,-1.1°C a 1.7°C,"10a, 10b"
wettinia_kalbreyeri,Wettinia kalbreyeri,Macana Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
wettinia_lanata,Wettinia lanata,,-3.9°C a -1.1°C,"9b, 10a, 10b"
wettinia_longipetala,Wettinia longipetala,,-1.1°C a 1.7°C,"10a, 10b"
wettinia_maynensis,Wettinia maynensis,Walte Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
wettinia_microcarpa,Wettinia microcarpa,,-3.9°C a -1.1°C,"9b, 10a, 10b"
wettinia_minima,Wettinia minima,,-3.9°C a -1.1°C,"9b, 10a, 10b"
wettinia_oxycarpa,Wettinia oxycarpa,Gualte Palm,-1.1°C a 1.7°C,"10a, 10b"
wettinia_panamensis,Wettinia panamensis,,1.7°C a 4.4°C,10b
wettinia_praemorsa,Wettinia praemorsa,,-3.9°C a -1.1°C,"9b, 10a, 10b"
wettinia_quinaria,Wettinia quinaria,Ban-chi Palm,-1.1°C a 1.7°C,"10a, 10b"
wettinia_radiata,Wettinia radiata,,-1.1°C a 1.7°C,"10a, 10b"
wettinia_verruculosa,Wettinia verruculosa,,-1.1°C a 1.7°C,"10a, 10b"
wodyetia_bifurcata,Wodyetia bifurcata,Foxtail palm,-1.1°C a 1.7°C,"10a, 10b"
x_butyagrus_nabonnandii,x Butyagrus nabonnandii,Mule Palm,-15.0°C a -12.2°C,"7b, 8a, 8b, 9a, 9b, 10a, 10b"
zombia_antillarum,Zombia antillarum,Zombi Palm,-3.9°C a -1.1°C,"9b, 10a, 10b"
calamus_acamptostachys,Calamus acamptostachys,,4.4°C a 10.0°C,11
calamus_acanthochlamys,Calamus acanthochlamys,,-1.1°C a 1.7°C,"10a, 10b"
calamus_acanthophyllus,Calamus acanthophyllus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_acanthospathus,Calamus acanthospathus,Yunnan Rattan,1.7°C a 4.4°C,10b
calamus_acaulis,Calamus acaulis,Short-stemed Rattam,1.7°C a 4.4°C,10b
calamus_acehensis,Calamus acehensis,,4.4°C a 10.0°C,11
calamus_acuminatus,Calamus acuminatus,Sharp Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_adspersus,Calamus adspersus,Sprinkled Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_affinis,Calamus affinis,,4.4°C a 10.0°C,11
calamus_aidae,Calamus aidae,,-1.1°C a 1.7°C,"10a, 10b"
calamus_albidus,Calamus albidus,Whitish Rattan,-3.9°C a -1.1°C,"9b, 10a, 10b"
calamus_albus,Calamus albus,White Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_altiscandens,Calamus altiscandens,High-climbing Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_amplijugus,Calamus amplijugus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_andamanicus,Calamus andamanicus,Andaman Isles Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_angustifolius,Calamus angustifolius,Water Rattan Palm,4.4°C a 10.0°C,11
calamus_anomalus,Calamus anomalus,Irregular Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_arborescens,Calamus arborescens,Free-standing Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_arfakianus,Calamus arfakianus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_aruensis,Calamus aruensis,Hollrung's Rattan Palm,-1.1°C a 1.7°C,"10a, 10b"
calamus_arugda,Calamus arugda,,-1.1°C a 1.7°C,"10a, 10b"
calamus_ashtonii,Calamus ashtonii,,-1.1°C a 1.7°C,"10a, 10b"
calamus_asperrimus,Calamus asperrimus,Rough Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_asteracanthus,Calamus asteracanthus,,4.4°C a 10.0°C,11
calamus_ater,Calamus ater,,4.4°C a 10.0°C,11
calamus_australis,Calamus australis,Wait-a-While,-1.1°C a 1.7°C,"10a, 10b"
calamus_austroguangxiensis,Calamus austroguangxiensis,Guangxi Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_axillaris,Calamus axillaris,,-1.1°C a 1.7°C,"10a, 10b"
calamus_bachmaensis,Calamus bachmaensis,,1.7°C a 4.4°C,10b
calamus_bacularis,Calamus bacularis,,-1.1°C a 1.7°C,"10a, 10b"
calamus_badius,Calamus badius,,1.7°C a 4.4°C,10b
calamus_balerensis,Calamus balerensis,,-1.1°C a 1.7°C,"10a, 10b"
calamus_balingensis,Calamus balingensis,,-1.1°C a 1.7°C,"10a, 10b"
calamus_banggiensis,Calamus banggiensis,,4.4°C a 10.0°C,11
calamus_bankae,Calamus bankae,,-1.1°C a 1.7°C,"10a, 10b"
calamus_baratangensis,Calamus baratangensis,,-1.1°C a 1.7°C,"10a, 10b"
calamus_barbatus,Calamus barbatus,Bearded Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_barfodii,Calamus barfodii,,1.7°C a 4.4°C,10b
calamus_basui,Calamus basui,,-1.1°C a 1.7°C,"10a, 10b"
calamus_batanensis,Calamus batanensis,Batan Islands Rattan,1.7°C a 4.4°C,10b
calamus_batoensis,Calamus batoensis,,4.4°C a 10.0°C,11
calamus_beccarii,Calamus beccarii,Soil Rattan,1.7°C a 4.4°C,10b
calamus_beguinii,Calamus beguinii,,4.4°C a 10.0°C,11
calamus_benkulensis,Calamus benkulensis,,-1.1°C a 1.7°C,"10a, 10b"
calamus_bicolor,Calamus bicolor,Two-coloured Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_billitonensis,Calamus billitonensis,,-1.1°C a 1.7°C,"10a, 10b"
calamus_bimaniferus,Calamus bimaniferus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_binnendijkii,Calamus binnendijkii,,4.4°C a 10.0°C,11
calamus_blumei,Calamus blumei,,-1.1°C a 1.7°C,"10a, 10b"
calamus_boniensis,Calamus boniensis,,-1.1°C a 1.7°C,"10a, 10b"
calamus_bousigonii_subsp_bousigonii,Calamus bousigonii subsp. bousigonii,,1.7°C a 4.4°C,10b
calamus_bousigonii_subsp_smitinandii,Calamus bousigonii subsp. smitinandii,,1.7°C a 4.4°C,10b
calamus_brachypodus,Calamus brachypodus,,4.4°C a 10.0°C,11
calamus_brandisii,Calamus brandisii,,-1.1°C a 1.7°C,"10a, 10b"
calamus_brevicaulis,Calamus brevicaulis,,4.4°C a 10.0°C,11
calamus_brevifolius,Calamus brevifolius,Short-leaved Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_bulubabi,Calamus bulubabi,,1.7°C a 4.4°C,10b
calamus_burckianus,Calamus burckianus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_burkillianus,Calamus burkillianus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_buroensis,Calamus buroensis,,-1.1°C a 1.7°C,"10a, 10b"
calamus_caesius,Calamus caesius,Sega Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_calapparius,Calamus calapparius,,4.4°C a 10.0°C,11
calamus_calicarpus,Calamus calicarpus,,4.4°C a 10.0°C,11
calamus_calospathus,Calamus calospathus,,4.4°C a 10.0°C,11
calamus_caryotoides,Calamus caryotoides,Fishtail Lawyer Cane,-1.1°C a 1.7°C,"10a, 10b"
calamus_castaneus,Calamus castaneus,Mountain Nypa,-1.1°C a 1.7°C,"10a, 10b"
calamus_cawa,Calamus cawa,,-1.1°C a 1.7°C,"10a, 10b"
calamus_centralis,Calamus centralis,,4.4°C a 10.0°C,11
calamus_ceratophorus,Calamus ceratophorus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_cheirophyllus,Calamus cheirophyllus,,1.7°C a 4.4°C,10b
calamus_ciliaris,Calamus ciliaris,,-1.1°C a 1.7°C,"10a, 10b"
calamus_clemensianus,Calamus clemensianus,,4.4°C a 10.0°C,11
calamus_cockburnii,Calamus cockburnii,,-1.1°C a 1.7°C,"10a, 10b"
calamus_collariferus,Calamus collariferus,,4.4°C a 10.0°C,11
calamus_compsostachys,Calamus compsostachys,,-1.1°C a 1.7°C,"10a, 10b"
calamus_comptus,Calamus comptus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_concinnus,Calamus concinnus,Coastal Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_concolor,Calamus concolor,,4.4°C a 10.0°C,11
calamus_confusus,Calamus confusus,,4.4°C a 10.0°C,11
calamus_congestiflorus,Calamus congestiflorus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_conirostris,Calamus conirostris,,-1.1°C a 1.7°C,"10a, 10b"
calamus_conjugatus,Calamus conjugatus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_conspectus,Calamus conspectus,,4.4°C a 10.0°C,11
calamus_convallium,Calamus convallium,,-1.1°C a 1.7°C,"10a, 10b"
calamus_corneri,Calamus corneri,,-1.1°C a 1.7°C,"10a, 10b"
calamus_corrugatus,Calamus corrugatus,Wrinkled Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_crassifolius,Calamus crassifolius,Think-leaved Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_crinitus,Calamus crinitus,,4.4°C a 10.0°C,11
calamus_crispus,Calamus crispus,,4.4°C a 10.0°C,11
calamus_cristatus,Calamus cristatus,,4.4°C a 10.0°C,11
calamus_croftii,Calamus croftii,,1.7°C a 4.4°C,10b
calamus_cumingianus,Calamus cumingianus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_curranii,Calamus curranii,,4.4°C a 10.0°C,11
calamus_cuthbertsonii,Calamus cuthbertsonii,,-1.1°C a 1.7°C,"10a, 10b"
calamus_daemonoropoides,Calamus daemonoropoides,,4.4°C a 10.0°C,11
calamus_dasyacanthus,Calamus dasyacanthus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_deerratus,Calamus deerratus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_delessertianus,Calamus delessertianus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_delicatulus,Calamus delicatulus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_densiflorus,Calamus densiflorus,Dense-flowered Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_depauperatus,Calamus depauperatus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_depressiusculus,Calamus depressiusculus,,4.4°C a 10.0°C,11
calamus_dianbaiensis,Calamus dianbaiensis,Electric White Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_didymocarpus,Calamus didymocarpus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_didymophyllus,Calamus didymophyllus,,1.7°C a 4.4°C,10b
calamus_diepenhorstii_var_diepenhorstii,Calamus diepenhorstii var. diepenhorstii,,-1.1°C a 1.7°C,"10a, 10b"
calamus_diepenhorstii_var_exulans,Calamus diepenhorstii var. exulans,,-1.1°C a 1.7°C,"10a, 10b"
calamus_diepenhorstii_var_major,Calamus diepenhorstii var. major,,-1.1°C a 1.7°C,"10a, 10b"
calamus_digitatus,Calamus digitatus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_dilaceratus,Calamus dilaceratus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_dimorphacanthus_var_benguetensis,Calamus dimorphacanthus var. benguetensis,,-1.1°C a 1.7°C,"10a, 10b"
calamus_dimorphacanthus_var_dimorphacanthus,Calamus dimorphacanthus var. dimorphacanthus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_dimorphacanthus_var_halconensis,Calamus dimorphacanthus var. halconensis,,-1.1°C a 1.7°C,"10a, 10b"
calamus_dimorphacanthus_var_montalbanicus,Calamus dimorphacanthus var. montalbanicus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_dimorphacanthus_var_zambalensis,Calamus dimorphacanthus var. zambalensis,,-1.1°C a 1.7°C,"10a, 10b"
calamus_dioicus,Calamus dioicus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_discolor_var_discolor,Calamus discolor var. discolor,Speckled Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_discolor_var_negrosensis,Calamus discolor var. negrosensis,,-1.1°C a 1.7°C,"10a, 10b"
calamus_distentus,Calamus distentus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_divaricatus_var_contrarius,Calamus divaricatus var. contrarius,,-1.1°C a 1.7°C,"10a, 10b"
calamus_divaricatus_var_divaricatus,Calamus divaricatus var. divaricatus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_dongnaiensis,Calamus dongnaiensis,,4.4°C a 10.0°C,11
calamus_draco,Calamus draco,,4.4°C a 10.0°C,11
calamus_dracunculus,Calamus dracunculus,,4.4°C a 10.0°C,11
calamus_dumetosus,Calamus dumetosus,,4.4°C a 10.0°C,11
calamus_egregius,Calamus egregius,Short Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_elmerianus,Calamus elmerianus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_elongatus,Calamus elongatus,,4.4°C a 10.0°C,11
calamus_elopurensis,Calamus elopurensis,,-1.1°C a 1.7°C,"10a, 10b"
calamus_endauensis,Calamus endauensis,,-1.1°C a 1.7°C,"10a, 10b"
calamus_epetiolaris,Calamus epetiolaris,,-1.1°C a 1.7°C,"10a, 10b"
calamus_equestris,Calamus equestris,,-1.1°C a 1.7°C,"10a, 10b"
calamus_erectus,Calamus erectus,Upright Rattan,-3.9°C a -1.1°C,"9b, 10a, 10b"
calamus_erinaceus,Calamus erinaceus,Hedgehog Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_erioacanthus,Calamus erioacanthus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_essigii,Calamus essigii,,-1.1°C a 1.7°C,"10a, 10b"
calamus_eugenei,Calamus eugenei,,4.4°C a 10.0°C,11
calamus_evansii,Calamus evansii,,4.4°C a 10.0°C,11
calamus_exilis,Calamus exilis,,-1.1°C a 1.7°C,"10a, 10b"
calamus_faberi,Calamus faberi,Large White Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_fertilis,Calamus fertilis,Fertile Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_filipendulus,Calamus filipendulus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_filispadix,Calamus filispadix,,-1.1°C a 1.7°C,"10a, 10b"
calamus_fimbriatus,Calamus fimbriatus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_fissijugatus,Calamus fissijugatus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_fissilis,Calamus fissilis,,4.4°C a 10.0°C,11
calamus_fissus,Calamus fissus,,4.4°C a 10.0°C,11
calamus_flabellatus,Calamus flabellatus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_flagellum,Calamus flagellum,Bullwhip Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_flavinervis,Calamus flavinervis,,4.4°C a 10.0°C,11
calamus_flexilis,Calamus flexilis,,4.4°C a 10.0°C,11
calamus_floribundus,Calamus floribundus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_forbesii,Calamus forbesii,,4.4°C a 10.0°C,11
calamus_formicarius,Calamus formicarius,,4.4°C a 10.0°C,11
calamus_formosanus,Calamus formosanus,Taiwan Yellow Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_foxworthyi,Calamus foxworthyi,,-1.1°C a 1.7°C,"10a, 10b"
calamus_gamblei,Calamus gamblei,,-1.1°C a 1.7°C,"10a, 10b"
calamus_geniculatus,Calamus geniculatus,,4.4°C a 10.0°C,11
calamus_georgei,Calamus georgei,,4.4°C a 10.0°C,11
calamus_gibbsianus,Calamus gibbsianus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_glaucescens,Calamus glaucescens,,4.4°C a 10.0°C,11
calamus_godefroyi,Calamus godefroyi,,-1.1°C a 1.7°C,"10a, 10b"
calamus_gogolensis,Calamus gogolensis,,-1.1°C a 1.7°C,"10a, 10b"
calamus_gonospermus,Calamus gonospermus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_gracilipes,Calamus gracilipes,,4.4°C a 10.0°C,11
calamus_gracilis,Calamus gracilis,Small Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_grandifolius,Calamus grandifolius,Large-leaved Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_grandis,Calamus grandis,,4.4°C a 10.0°C,11
calamus_gregisectus,Calamus gregisectus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_griseus,Calamus griseus,Grey Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_guruba,Calamus guruba,,-1.1°C a 1.7°C,"10a, 10b"
calamus_hainanensis,Calamus hainanensis,Hainan Rattan,1.7°C a 4.4°C,10b
calamus_hallierianus,Calamus hallierianus,,4.4°C a 10.0°C,11
calamus_halmaherensis,Calamus halmaherensis,,-1.1°C a 1.7°C,"10a, 10b"
calamus_harmandii,Calamus harmandii,,1.7°C a 4.4°C,10b
calamus_henryanus,Calamus henryanus,Henry's Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_hepburnii,Calamus hepburnii,,-1.1°C a 1.7°C,"10a, 10b"
calamus_heteracanthus,Calamus heteracanthus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_heteroideus,Calamus heteroideus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_hirsutus,Calamus hirsutus,,4.4°C a 10.0°C,11
calamus_hispidulus,Calamus hispidulus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_holttumii,Calamus holttumii,,-1.1°C a 1.7°C,"10a, 10b"
calamus_hookerianus,Calamus hookerianus,Hooker's Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_horridus,Calamus horridus,,4.4°C a 10.0°C,11
calamus_hukaungensis,Calamus hukaungensis,,-1.1°C a 1.7°C,"10a, 10b"
calamus_hypertrichosus,Calamus hypertrichosus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_hypoleucus,Calamus hypoleucus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_impar,Calamus impar,,-1.1°C a 1.7°C,"10a, 10b"
calamus_ingens,Calamus ingens,,4.4°C a 10.0°C,11
calamus_inopinatus,Calamus inopinatus,,1.7°C a 4.4°C,10b
calamus_inops,Calamus inops,Helpless Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_insignis_var_insignis,Calamus insignis var. insignis,Remarkable Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_insignis_var_longispinosus,Calamus insignis var. longispinosus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_insignis_var_robustus,Calamus insignis var. robustus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_interruptus,Calamus interruptus,,-1.1°C a 1.7°C,"10a, 10b"
calamus_javensis,Calamus javensis,Javanese Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_jenkinsianus,Calamus jenkinsianus,Major Jenkins Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_jenningsianus,Calamus jenningsianus,Jenning's Rattan,-1.1°C a 1.7°C,"10a, 10b"
calamus_johndransfieldii,Calamus johndransfieldii,,4.4°C a 10.0°C,11
calamus_johnsii,Calamus johnsii,,1.7°C a 4.4°C,10b
calamus_kampucheaensis,Calamus kampucheaensis,,-1.1°C a 1.7°C,"10a, 10b"
